monthly_income,monthly_expenses,credit_score,transactions_per_month,debt_ratio
3620.68,1894.87,458,24,0.258
3790.86,1555.24,410,26,0.291
3695.52,2080.62,309,32,0.544
2005.47,2006.11,477,22,0.547
4787.86,797.89,677,27,0.293
3210.26,1488.47,564,24,0.368
2682.99,2833.73,663,34,0.728
1224.7,1500.33,336,17,0.276
1237.16,1728.02,691,17,0.09
2273.72,2740.13,426,26,0.241
2241.18,3948.32,810,15,0.273
1474.99,553.57,716,32,0.425
2369.12,1728.23,372,17,0.333
4196.89,2706.45,559,15,0.243
3456.99,2477.6,786,36,0.36
1586.53,1337.21,741,20,0.42
4239.94,2158.75,830,17,0.638
4213.98,1457.51,415,28,0.552
1140.06,1330.72,629,30,0.164
4666.37,843.86,363,24,0.282
3784.25,959.86,621,21,0.367
4224.83,2075.72,324,27,0.394
1834.14,2102,552,25,0.23
2605.15,1017.54,391,33,0.256
2420.28,1519.26,466,32,0.17
2145.37,2081.38,744,18,0.144
2197.98,2504.66,795,19,0.368
1899.15,3402.22,563,32,0.029
3734.24,2806.27,811,27,0.496
3227.84,3162.9,790,25,0.351
4325.62,3121.19,547,31,0.185
300,877.2,611,30,0.154
3483.18,2593.85,381,27,0.223
2269.4,890.19,372,19,0.179
2430.15,2605.56,368,27,0.135
2659.21,1905.12,334,26,0.047
5833.31,2651.19,386,15,0.426
2120.4,1973.71,309,20,0.2
3699.01,2682.81,640,22,0.491
5133.8,2123.53,425,16,0.271
1559.56,2728.18,807,28,0.307
2937.95,1042.42,506,32,0.257
1424.21,1486.62,561,28,0.425
2080.36,1104.55,821,30,0.173
3552.3,1643.05,836,25,0.31
2940.44,2015.86,453,23,0.377
1004.9,2001.82,767,23,0.492
3672.1,435.12,657,23,0.267
5153.42,2156.33,563,31,0.543
3679.37,2945.6,721,18,0.118
2395.24,2339.92,508,21,0.325
1799.15,954.37,766,24,0.122
3064.59,2435.4,845,26,0.309
1729.95,2491.62,678,24,0.556
4485.27,1303.85,519,28,0.737
2735.34,2371.11,642,28,0.181
1071.78,2650.09,384,20,0.041
2432.17,1778.96,375,24,0.558
2278.93,1494.19,716,30,0.324
3965.08,2912.29,302,25,0.23
3535.45,2801.89,453,33,0.393
3165.43,512.8,767,28,0.356
2219.19,1736.07,721,29,0.293
951.83,1738.29,752,20,0.362
4648.43,1378.98,707,27,0.248
2997.93,2855.45,352,33,0.365
4801.65,2270.23,475,28,0.337
3428.26,1826.83,658,25,0.093
1814.25,1898.31,553,13,0.19
3607.76,2078.06,846,30,0.151
1396.69,2311.22,710,25,0.317
818.38,1661.93,391,14,0.103
3894.03,1514.8,574,22,0.026
2237.24,2361.41,811,27,0.229
4575.71,1937.13,750,25,0.293
1709.16,1850.75,377,25,0.462
4969.46,1214.74,778,22,0.044
4244.34,2139.33,483,25,0.412
3830.74,1982.22,399,16,0.353
2767.87,1886.32,324,33,0.112
3213.91,895.43,328,18,0.226
4181.36,3070.49,557,26,0.26
3379.48,2145.84,382,29,0.238
4051.74,2186.88,716,23,0.027
3356.09,3088.48,801,25,0.285
2399.9,2076.23,829,23,0.044
5097.41,2062.63,496,30,0.213
5235.28,2385.65,663,23,0.415
4491.58,2919.82,702,24,0.428
3277.41,1205.58,525,26,0.346
2929.37,3903.17,315,21,0.361
4277.88,1964.06,317,27,0.407
2874.16,1330.64,461,29,0.158
1547.86,1374.04,631,27,0.365
2770.23,3704.7,695,20,0.336
4030.11,821.97,453,29,0.172
3296.31,1636.35,553,18,0.295
2990.72,1042.9,372,20,0.184
2082.65,1566.78,537,19,0.226
1366.46,2159.4,528,19,0.355
2435.21,1699.95,609,26,0.343
3419.09,2132.53,566,24,0.25
2282.41,3523.76,502,21,0.392
3126.28,2156.97,427,27,0.381
3702.63,1432.77,727,29,0.314
3924.3,1601.34,767,28,0.243
3271.73,2494.66,731,21,0.175
1337.43,1056.86,405,27,0.29
3410.3,3061.85,783,26,0.246
2793.37,2243.07,402,28,0.479
313.47,2222.36,418,30,0.257
2631.09,1878.71,314,27,0.321
5209.21,2467.1,429,30,0.3
3150.58,2768.26,476,22,0.422
3695.17,1521.24,394,25,0.57
4813.95,2965.29,554,29,0.293
3273.19,401.36,412,24,0.242
3046.64,1282.54,452,23,0.081
1252.93,981.71,782,18,0.177
2952.2,1560.2,603,26,0.316
2604.95,2380.93,659,23,0.123
3464.36,3887.86,604,25,0.347
2460.7,2908.19,352,26,0.272
2289.29,2347.56,364,24,0.281
300,1384.57,849,35,0.41
4063.15,2505.33,646,24,0.47
1732.37,1231.81,419,27,0.254
3737.6,3303.16,815,20,0.44
4432.09,828.3,762,29,0.075
2048.55,2208.48,457,22,0.557
4927.16,2035.61,416,22,0.204
3120.26,1894.85,543,44,0.329
3476.62,1793.27,556,19,0.287
2517.87,3178.26,652,23,0.154
2345.36,2412.14,449,19,0.239
873.79,1525.73,828,18,0.14
5324.23,1729.33,587,22,0.355
394.93,1648.96,403,33,0.156
1142.52,2310.62,409,31,0.091
2806.1,370.62,315,31,0.374
2852,1351.68,547,23,0.423
1024.55,1793.5,663,27,0.385
2433.4,680.62,682,26,0.349
2214.79,1909.22,789,22,0.182
2618.59,1691.59,594,26,0.193
4118.47,3831.65,409,28,0.761
4713.67,2651.04,424,27,0.364
4991.39,431.9,345,24,0.686
3677.76,3646.94,506,24,0.108
1218.59,1342.81,623,28,0.261
3597.34,2135.14,624,33,0.485
3533.44,2099.16,652,26,0.033
3484.24,2348.76,647,18,0.587
3996.6,743.17,321,27,0.406
2148.46,1996.81,571,20,0.119
1450.85,3100.92,405,35,0.597
1575.65,952.12,742,23,0.185
2178.75,2366.22,664,23,0.519
2609.06,2349.47,736,30,0.36
3373.83,2013.23,759,30,0.488
2232.47,1089.06,669,27,0.266
4654.8,2796.43,321,26,0.364
3035.04,2869.19,745,29,0.215
2238.21,1351.56,663,25,0.139
4380.58,1941.13,737,18,0.47
2510.84,3441.76,302,25,0.069
2191.86,2554.36,668,36,0.17
4670.83,2049.8,626,30,0.292
3256.8,1363.58,666,26,0.164
5571.69,2149.15,502,19,0.563
1519.24,961.23,368,21,0.459
1258.3,2674.57,491,34,0.59
3327.21,2442.36,793,31,0.146
5307.09,1184.31,479,29,0.684
2141.85,999.4,435,33,0.357
3149.56,1697.2,376,25,0.051
2333.88,3104.4,323,24,0.128
2509.59,2528.17,726,28,0.23
3614.4,2047.09,736,22,0.129
1861.78,2024.4,502,33,0.522
1040.1,2433.81,395,20,0.506
3421.95,950.37,302,19,0.527
2668.23,1773.22,792,26,0.265
4081.43,967.85,538,24,0.216
4192.13,2960.85,486,27,0.492
1731.2,2434.11,341,21,0.12
2750.42,1172.3,418,31,0.38
3647.31,1010.3,384,30,0.054
3994.56,2446.34,739,18,0.389
4746.33,1137.32,598,21,0.591
3752.3,2710.64,778,24,0.272
3980.13,2263.85,697,18,0.285
4029.87,2627.16,598,18,0.343
5118.46,2266.93,693,28,0.321
300,2448.7,656,29,0.397
5329.41,2967.96,720,22,0.346
3191.1,1675.58,447,31,0.144
300,3217.9,405,26,0.185
3279.19,2774.9,507,33,0.746
2393.78,596.88,541,20,0.159
3483.19,1889.37,339,26,0.642
5547.06,2124.03,819,35,0.558
1406.99,1796.26,521,26,0.5
3775.08,2966.52,359,19,0.676
3419.32,1914.72,467,16,0.519
2647.56,2526.72,329,23,0.083
1606.71,1919.25,384,21,0.202
3321.5,1200.88,603,21,0.213
1183.75,400.96,699,27,0.374
2224.67,964.79,428,25,0.424
2119.52,2893.62,649,33,0.115
3208.42,1363.52,742,28,0.357
1785.7,1390.28,703,20,0.287
2628.01,1014.52,310,19,0.028
3298.8,1835.88,779,25,0.562
6200.54,1780.19,542,30,0.196
970.33,2205.41,705,25,0.224
3939.65,2466.2,735,20,0.259
3980.37,1372.65,545,30,0.236
3193.65,781.71,797,14,0.374
1859.02,1760.07,584,28,0.285
4561.91,2010.16,591,28,0.45
3012.8,2592.25,624,20,0.081
3437.22,1506.4,580,24,0.21
1900.45,2538.79,803,31,0.366
3150.25,2545.66,367,26,0.331
4134.18,1010.76,527,16,0.188
3630.57,200,440,29,0.314
2589.78,1440.25,622,32,0.238
3988.92,1500.61,526,27,0.271
3500.08,1468.41,466,29,0.4
2124.48,3101.78,629,25,0.162
1300.25,866.63,657,32,0.413
4725.52,1909.09,556,32,0.412
3698.6,1617.61,810,29,0.172
5602.35,1606.69,771,19,0.097
5259.07,3233.15,383,38,0.51
2766.04,1311.88,725,15,0.204
3359.65,2166.95,519,18,0.177
2923.61,1181.68,696,20,0.277
1518.19,2365.85,694,23,0.422
4977.85,2968.86,690,22,0.555
3629.75,2057.45,485,29,0.221
4126.84,1775.99,378,36,0.418
1584.61,1023.05,580,25,0.259
2966.4,2004.91,693,16,0.502
1044.82,2344.39,631,15,0.151
2856.37,1506.25,428,24,0.576
2630.98,2147.49,664,22,0.612
1877.81,3452.37,721,34,0.291
2381.57,1936.6,455,24,0.094
4643.98,2619.38,805,17,0.424
3859.64,556.68,763,20,0.251
3070.08,1068.59,444,14,0.087
1810.46,2210.07,488,22,0.327
3486.72,2238.15,302,27,0.25
1059.74,3290.62,789,25,0.095
1366.74,1589.91,731,32,0.075
4792.38,804.78,539,29,0.295
4896.71,1872.25,404,31,0.442
384.15,2338.98,563,21,0.138
3299.48,2142.57,789,19,0.192
5444.24,1852.5,555,26,0.091
2426.31,2107.41,842,24,0.476
3331.97,1662.06,844,26,0.222
2268.18,1804.36,476,23,0.088
3682.66,3874.82,753,23,0.324
1767.7,682.77,588,25,0.523
3413.12,2448.04,709,27,0.396
5428,1896.84,812,19,0.431
3221.28,2196,528,26,0.1
2487.31,1698.73,791,29,0.288
1567.1,3428.3,456,23,0.052
3229.9,312.86,309,26,0.056
1885.53,2316.86,687,30,0.198
1488.76,630.93,557,21,0.16
1394.05,1075.13,455,33,0.185
1029.32,3588.85,689,26,0.471
2680.35,3293.14,524,31,0.577
4859.86,1856.26,795,25,0.636
4266.06,1456.64,787,29,0.328
3979.45,1903.76,376,32,0.37
2098.73,2638.76,393,24,0.152
3160.44,1512.35,407,36,0.527
2626.57,1835.92,424,22,0.179
5399.02,2266.21,351,28,0.831
1713.99,2959.77,779,37,0.08
1028.69,1756.62,717,30,0.243
1355.06,1045.17,723,28,0.322
3531.28,1257.21,422,24,0.21
2110.6,2724.69,798,20,0.187
2267.65,4369.09,344,20,0.124
898.94,1263.93,776,31,0.157
2063.62,2458.03,613,28,0.127
3895.34,3349.71,650,31,0.181
705.95,977.63,527,22,0.267
2375.27,1863.65,415,28,0.223
2994.92,1258.54,765,26,0.315
3774.39,760.37,300,23,0.071
2328.53,2198.09,486,21,0.251
2608.76,2519.58,387,22,0.062
4345.29,2597.69,382,28,0.535
2579.12,4442.08,727,27,0.423
4319.12,1047.96,541,26,0.369
6462.78,2547.72,716,29,0.3
3297.54,3370.04,413,28,0.065
1651.95,472,694,19,0.613
3661.66,1599.12,612,24,0.519
4360.12,1881.6,664,29,0.444
2114.01,1130.9,388,20,0.468
3784.31,1828.02,347,24,0.065
585.18,2023.23,429,23,0.323
4167.4,3202.92,656,28,0.473
2000.7,1923.61,510,25,0.039
804.07,2266.64,836,20,0.223
2352.68,1250.06,668,20,0.117
4503.91,680.59,371,28,0.237
2927.96,2585.28,771,24,0.268
2742.2,2784.74,612,26,0.214
4046.31,2604.97,795,24,0.531
3491.31,1856.81,541,20,0.495
2298.35,3730.47,745,21,0.168
2950.78,2580.81,326,24,0.548
5343.95,2498.88,574,29,0.184
3037.39,2744.39,423,24,0.106
3196.34,1940.88,741,26,0.27
5576.14,1051.54,344,31,0.301
1163.1,1554.79,586,27,0.163
3846.23,2102.62,314,29,0.125
3371.07,2620.99,731,17,0.38
2723.79,1442.28,408,20,0.402
4207.61,2784.15,326,25,0.446
1672.91,2845.12,539,28,0.271
2658.21,1169.78,696,19,0.052
1455.27,2840.41,603,27,0.26
2477.91,1016.32,534,20,0.335
2089.54,1727,316,32,0.423
4073.67,1541.05,404,21,0.217
3367.27,1970.21,800,29,0.476
1784.21,1961.97,557,18,0.331
3116.97,1092.18,702,24,0.399
300,3281.93,499,23,0.444
3507.23,1684.57,700,23,0.163
530.87,200,307,26,0.233
3804.56,2620.87,572,26,0.38
2493.86,1656.6,715,30,0.317
5425.48,1422.16,553,30,0.024
899.94,1593.16,771,24,0.175
3754.31,2077.75,517,22,0.166
5085.01,1290.77,540,25,0.223
2416.33,1669.3,339,25,0.222
3148.46,1893.72,726,29,0.433
2806.42,1389.14,431,18,0.523
3462.34,2520.42,516,28,0.218
2925.19,591.99,518,20,0.167
2177.16,1942.08,371,27,0.232
3058.02,1605.3,452,34,0.884
6732.54,2390.14,319,24,0.143
4429,1861.35,433,31,0.175
1843.42,2788.92,776,29,0.15
3573.79,2709.24,342,14,0.353
300,2210.17,381,27,0.202
2412.13,1016.38,476,30,0.028
2714.8,2085.33,353,24,0.331
3583.89,745.56,373,24,0.649
2997.4,1772.75,604,18,0.091
2538.06,3041.73,804,30,0.083
3126.43,1409.45,470,21,0.16
3410.8,1165.3,660,29,0.373
4386.66,3104.93,414,19,0.253
3420.69,1963.48,765,20,0.395
2496.38,2349.41,493,22,0.49
1812.69,2102.61,330,28,0.252
2395.71,3017.31,415,34,0.164
1477.49,2782.12,828,23,0.391
2850.36,3087.27,766,19,0.046
2258.76,2214.73,637,25,0.119
3422.97,2742.17,519,23,0.398
1766.6,1365.03,475,33,0.119
5484.49,2225.07,497,21,0.149
2708.43,696.76,600,21,0.177
5463.77,2270.52,540,26,0.496
1859.86,1435.72,821,27,0.393
3206.15,2346.55,301,23,0.235
2363.08,2512.81,511,23,0.14
4200.69,1040.66,486,31,0.125
3266.94,1891.25,502,24,0.176
1311.99,1502.13,661,30,0.431
3507.65,3332.23,369,28,0.464
3842.01,1062.61,450,22,0.111
1975.21,1657.9,630,17,0.372
2936.77,200,782,29,0.295
4520.05,1651.56,584,34,0.139
2485.51,2059.41,699,28,0.272
3458.83,200,780,28,0.315
816.2,1651.69,572,21,0.222
6155.19,3282.08,767,25,0.201
3242.99,1800.32,752,24,0.043
1863.22,1665.31,430,25,0.618
2159.86,1792.19,795,18,0.116
300,1754.1,478,25,0.692
3585.24,1931.15,794,27,0.193
4144.51,2078.64,350,17,0.437
6434.94,1247.8,470,24,0.103
3446.57,2859.17,384,19,0.032
3244.72,2195.18,471,26,0.69
3257.32,2641.29,695,22,0.13
2057.18,2233.75,594,24,0.398
2615.32,3615.43,352,22,0.483
2440.7,2421.67,420,22,0.294
1918.48,1777.31,583,32,0.382
3171.45,2046.59,606,25,0.327
4079.8,1967.2,569,25,0.428
1008.49,1594.59,702,17,0.374
2983.36,1895.12,537,25,0.246
3903.67,744.11,706,24,0.371
3423.67,3074.98,473,22,0.11
3570.85,3647.25,571,25,0.337
3746.23,1523.35,316,30,0.15
3540.7,2018.4,329,22,0.589
1177.64,1586.42,819,37,0.193
3793.31,1612.53,658,19,0.169
2281.77,2192.78,487,18,0.117
2737.08,3388.63,352,15,0.18
3513.52,2045.17,537,32,0.091
2927,1298.01,712,17,0.396
1755.28,1523.25,617,26,0.07
4128.93,2873.84,364,22,0.21
1883.33,2550.52,328,24,0.156
2555.91,854.86,757,23,0.107
4085.01,1562.6,586,24,0.442
1921.63,2045.35,781,33,0.231
4955.55,2552.61,535,32,0.318
2042.34,3404.97,671,26,0.317
2333.42,1940.48,734,19,0.274
3251.47,1750.75,408,13,0.365
1127.79,2508.22,549,25,0.008
1237.45,2033.13,468,26,0.21
5401.21,2081.48,678,12,0.481
3161.41,2461.87,597,26,0.32
4099.76,2365.25,725,34,0.464
3936.93,1539.72,727,20,0.24
3182.5,2430.17,407,31,0.401
2888.9,963.66,408,25,0.203
1919.24,2472.08,523,35,0.351
4633.68,2111.97,673,20,0.305
2433.37,915.48,705,22,0.025
2359.74,2615.69,832,28,0.13
300,1483.68,804,31,0.321
4746,3093.76,720,18,0.128
2828.93,2163.99,581,21,0.202
2072.19,1548.74,307,25,0.508
5188.24,1820.97,606,25,0.295
617.01,1716.23,733,23,0.103
1494.69,1357.57,500,20,0.112
1389.84,2250.32,618,22,0.276
3549.44,1072.69,413,21,0.056
3073.57,1677.34,808,27,0.166
3215.72,2298.51,399,13,0.306
4203.96,2209.81,431,31,0.054
3174.61,2001.68,419,34,0.241
3142.71,955.02,763,16,0.113
520.71,2443.51,548,20,0.237
3365.86,959.39,587,22,0.509
1763.55,2896.32,814,26,0.467
3321.86,3698.13,325,27,0.125
3519.4,3089.3,644,25,0.446
3891.26,1755.53,402,25,0.522
6173.24,1088.26,762,29,0.499
4986.81,2864.35,841,20,0.39
4571.55,2126.38,648,23,0.046
2185.13,2486.43,622,16,0.266
5772.48,2839.56,320,41,0.228
3459.2,1422.22,516,20,0.264
5767.04,2513.27,494,21,0.289
3877.52,1066.24,834,27,0.27
300,841.27,624,31,0.292
4132.09,3601.7,795,21,0.675
3433.82,1251.22,685,26,0.208
2434.27,1155.09,510,25,0.426
3622.47,200,326,21,0.27
2934.51,3008.96,397,25,0.403
3539.76,2302.69,493,18,0.294
2537.35,3677.46,575,30,0.132
2935.53,1338.03,531,24,0.09
2389.63,2078.55,400,28,0.524
2371.41,1994.49,717,28,0.145
3147.81,2049.84,487,19,0.343
3785.53,2541.88,757,23,0.123
1555.05,2237.43,560,21,0.185
2622.1,2206.14,503,29,0.319
2773.5,2207.29,680,18,0.433
4282.89,2234.29,609,27,0.472
3328.79,819.44,444,25,0.48
1561.04,2293.33,782,30,0.141
3348.8,3145.95,357,23,0.207
3547.12,2005.82,333,23,0.428
3930.57,2229.28,460,16,0.279
2273.86,1977.26,833,20,0.286
3391.4,2153.51,799,34,0.407
3190.09,1897.86,394,30,0.115
3212.93,2734.78,553,19,0.056
3053.62,1615.49,559,17,0.283
5594.09,2978.61,591,19,0.394
5863.48,1807.29,723,21,0.103
4266.91,2666.7,368,20,0.275
2762.48,2146.11,481,27,0.423
3811.43,2602.71,679,20,0.053
2783.12,1970.15,502,22,0.13
2905.54,2184.03,794,30,0.363
2499.36,1778.06,648,25,0.484
1071.22,1441.05,625,33,0.387
300,1422.03,767,26,0.464
2421.66,2093.48,374,32,0.089
2142.14,1824.83,651,20,0.365
2110.82,903.83,714,19,0.156
4501.75,2956,333,32,0.066
2004.89,1392.5,305,24,0.422
1528.31,2694.41,686,23,0.103
4334.68,2149.58,467,14,0.152
2768.39,1526.39,488,18,0.154
2198.34,1547.61,586,30,0.049
2747.34,437.79,598,26,0.057
4077.14,1539.54,519,16,0.404
2876.53,1972.72,842,31,0.431
2964.8,1549.84,325,32,0.378
2939.66,2031.06,682,25,0.238
3277.57,2463.84,613,29,0.323
2237.83,1321.56,662,28,0.202
973.2,2048.34,681,29,0.133
3227.22,2375.08,362,26,0.176
2028.21,3048.32,691,30,0.29
3343.84,709.56,735,17,0.184
1509.49,1938.8,762,31,0.126
3961.26,1054.87,724,29,0.145
2096.83,2858.28,729,25,0.103
2623.21,3049.24,413,20,0.299
1871.07,1787.15,822,16,0.458
4216.76,2402.34,472,31,0.127
3496.59,1849.13,397,26,0.183
1676.52,1491.7,608,19,0.296
5713.85,2009.28,441,20,0.116
1926.48,2033.22,640,14,0.061
1934.6,2524.17,337,19,0.579
3485.26,2782.78,322,17,0.562
4514.12,3014.05,370,15,0.347
3119.43,2148.18,738,16,0.249
3357.66,2025.2,518,21,0.55
3213.86,2782.82,644,38,0.471
2379.27,1656.53,417,29,0.172
3194.92,2972.61,624,20,0.222
4343.7,1826.94,307,31,0.317
4896.69,753.14,711,22,0.334
3769.72,1512.75,750,25,0.18
4300.49,861.99,463,35,0.194
3769.99,1146.27,424,30,0.338
2553.17,2366.03,459,24,0.325
4094.67,2425.96,512,22,0.111
1481.8,2241.16,511,31,0.144
2776.98,2232.81,725,27,0.622
5246.39,1942.37,749,25,0.144
2641.44,2561.9,316,27,0.385
3103.91,3409.19,727,31,0.609
2123.06,2650.47,376,22,0.262
1727.9,1863.08,589,26,0.542
3323.47,2492.09,350,22,0.357
3193.7,2659.49,654,20,0.167
4637.89,1199.36,611,32,0.083
1179.12,1349.9,314,28,0.579
3649.3,1935.25,542,24,0.249
3520.76,1690.42,800,30,0.177
2375.46,2191.83,816,33,0.121
3946.34,2280.96,565,33,0.192
1192.28,3216.44,384,35,0.047
1378.45,2424.96,357,21,0.234
788.48,3624.12,707,25,0.435
2459.42,1693.68,576,26,0.321
3337.11,1074.54,379,18,0.177
3311.9,2184.26,513,26,0.739
2295.3,1797.72,565,21,0.198
5015.33,2178.61,531,31,0.248
3169.77,2523.19,414,16,0.411
715.41,1011.07,478,26,0.42
5383.26,2164.56,546,17,0.28
5071.19,2967.08,711,31,0.176
4066.49,1219.28,364,22,0.408
3429.52,1203.45,467,22,0.286
3188.09,2178.43,328,28,0.263
1711.84,899.68,392,16,0.367
3148.61,2154.28,715,31,0.198
3060.68,1861.82,344,26,0.1
3325.35,2978.39,681,22,0.264
2421.11,2653.86,840,14,0.108
843.79,2389,508,27,0.6
4127.67,2395.2,703,19,0.395
2830.56,972.37,385,31,0.15
2553.93,2102.14,533,23,0.18
3540.57,2411.41,712,25,0.289
4309.04,1654.63,534,23,0.572
2094.02,932.16,470,29,0.152
3716.35,1864.16,305,28,0.167
3685.83,2378.79,543,30,0.295
3582.21,2238.15,523,19,0.248
3460.25,2440.18,635,28,0.291
3711.95,2187.11,450,28,0.342
2999.28,1569.11,570,24,0.136
3948.55,631.95,844,20,0.315
3031.59,3329.43,740,25,0.243
4934.11,1293.46,723,30,0.361
4643.67,1505.26,762,24,0.304
4573.72,2360.33,588,32,0.542
514.83,2414.14,645,21,0.396
2192.05,3886.48,582,24,0.225
5363.57,2491.29,361,25,0.058
1130.85,2661.43,308,20,0.093
5626.62,682.28,791,24,0.198
3502.2,2000.06,555,21,0.323
2935.69,2679.48,773,25,0.25
2270.11,1064.31,611,22,0.219
3034.29,1231.97,718,23,0.143
2942.3,2055.04,544,23,0.552
1984.95,1172,492,26,0.258
1471.49,1966.82,680,29,0.014
1455.65,1758.5,592,26,0.27
4552.46,1612.85,783,23,0.167
3795.22,3102.27,630,28,0.139
3504.81,2106.13,846,24,0.218
1776.22,2127.16,596,28,0.334
3487.31,2327.32,776,26,0.288
5020.92,2597,724,18,0.369
2561.75,1659.37,544,17,0.254
2802.59,1044.63,477,20,0.273
3541.74,527.4,595,21,0.306
1204.55,2091.11,596,23,0.391
4831.76,2859.63,416,25,0.298
4042.39,1119.07,366,17,0.351
3804.04,1758.68,553,21,0.37
3093.73,3327.02,788,27,0.494
1478.48,1637.9,773,21,0.102
3715.15,2823.6,667,22,0.315
2741.26,2553.39,557,28,0.501
4216.24,1437.03,629,22,0.79
2737.13,3033.9,819,24,0.098
5741.34,1799.13,432,25,0.237
2140.36,2776.7,374,23,0.313
2252.62,2344.84,631,14,0.156
2036.39,2788.26,753,17,0.296
5854.89,1865.54,620,23,0.13
1774.95,988.35,497,35,0.143
4771.91,1851.79,693,28,0.295
300,1607.93,844,16,0.288
2941.98,2441.49,521,22,0.128
2006,1597.51,793,24,0.14
3310.37,1936.77,842,23,0.115
4773.48,2034.19,742,32,0.46
2062.88,3393.85,620,27,0.399
2951.35,2234.05,723,30,0.224
3038.91,1570.84,682,19,0.348
3453.84,2118.61,455,16,0.17
2069,1623.86,832,24,0.22
2889.57,1015.42,800,20,0.172
1920.44,1839.46,764,20,0.426
4138.59,200,302,16,0.281
3257.89,2105.18,765,30,0.147
2508.08,1801.62,385,21,0.168
2174.27,2440.53,565,23,0.237
2964.1,2041.11,450,25,0.654
2789.86,1225.01,367,19,0.099
4396.7,1289.23,510,34,0.474
2508.57,2443.49,703,16,0.021
1915.47,382.46,447,28,0.099
2824.43,1125.05,354,18,0.149
1071.6,1133.51,834,23,0.648
4038.68,3315.95,645,32,0.43
4669.16,1999.06,536,23,0.269
5056.04,1840.3,691,22,0.101
412.6,831.83,830,24,0.246
2528.28,584.92,838,17,0.108
3977.04,2658.14,632,33,0.189
3327.22,1217.31,516,21,0.548
2001.4,1548.32,525,22,0.129
3296.75,2848.1,803,36,0.215
3668.75,1881.18,689,21,0.233
2787.04,1608.05,397,27,0.766
2237.16,1061.62,697,26,0.292
1854.52,2954.74,631,24,0.143
3970.66,688.92,449,26,0.498
4280.79,3968.41,705,24,0.354
5171.48,1780.41,615,33,0.421
3311.31,2410.69,522,24,0.217
2470.36,1864.83,415,24,0.045
1561.65,3572.24,670,26,0.029
2734.95,1194.17,702,28,0.348
3147.84,918.52,710,30,0.04
3257.19,1561.33,392,22,0.136
2511.49,1867.4,463,23,0.364
5059.19,754.84,316,27,0.323
4601.29,2025.94,329,27,0.208
4636.68,1671.97,629,20,0.235
2652.9,1877.34,602,32,0.135
3303.69,2986.46,781,23,0.214
2410.64,2344.33,832,24,0.327
2757.71,961.58,737,25,0.345
4529.07,1322.93,677,22,0.288
1969.98,1336.72,518,21,0.475
3002.76,3914.96,502,29,0.215
2797.8,2194.49,445,22,0.302
2520.02,721.63,522,24,0.674
3933.88,2213.35,447,26,0.58
2885.82,2270.22,569,34,0.128
3057.48,2365.26,544,16,0.204
4235.72,910.59,669,16,0.223
3187.51,3156.19,809,22,0.368
5086.2,2941.96,576,23,0.592
1435.15,1330.66,753,23,0.035
4640.99,2058.12,510,23,0.404
3949.11,2541.36,709,18,0.341
3896.93,2000.35,814,21,0.132
2017.42,1258.03,365,31,0.298
3638.63,2839.18,412,22,0.072
1288.32,516.69,498,20,0.39
3595.33,1938.39,824,17,0.029
2143.52,2748.88,805,28,0.112
4122.15,1967.09,422,32,0.016
1423.75,3078.25,569,23,0.194
2455.08,1968.38,501,10,0.53
2303.23,2505.22,392,28,0.423
3221.08,1709.88,775,22,0.082
2675.34,3438.96,320,30,0.342
3498.59,3180.84,370,27,0.137
2009.17,1539.14,686,21,0.654
4843.27,1349.09,602,21,0.454
3796.69,2564.21,518,24,0.385
1823.03,1962.84,828,23,0.099
4708.16,1993.14,355,14,0.189
3015.15,1953.42,803,30,0.289
3809.45,2028.84,386,23,0.21
2903.46,2655.89,390,28,0.403
3382.9,200,402,22,0.437
6005.37,2531.39,585,28,0.412
3973.34,1761.53,648,19,0.408
5298.57,2309.25,848,34,0.092
3899.03,2006.39,684,31,0.442
2620.17,1467.22,609,25,0.507
2813.45,1816.63,324,23,0.219
3327.73,2649.69,709,35,0.28
1359.11,2294.24,594,20,0.131
2903.66,2266.01,708,21,0.575
4380.63,1916.39,654,18,0.124
4390.79,2185.98,306,21,0.517
1924.34,2589.27,406,30,0.187
4424.93,2051.51,346,23,0.067
2536.55,1154.92,810,28,0.525
300,1664.15,511,17,0.238
2248,1580.8,446,27,0.174
4005.57,2074.93,461,19,0.392
2247.44,1569.98,431,24,0.692
3275.02,2940.08,544,28,0.339
2468.21,200,791,18,0.108
2663.18,469.45,577,29,0.12
4031.27,4265.87,506,21,0.042
5580.11,1813.15,777,20,0.232
2471.01,1699.13,839,25,0.705
2027.9,1609.03,341,25,0.257
3531.76,2314.7,771,27,0.104
3143.26,2679.63,477,29,0.34
3898.09,2917.57,504,28,0.192
5029.5,2598.78,311,31,0.117
4424.36,1608.56,734,12,0.455
2541.43,465.36,665,23,0.221
3558.83,2513.71,597,29,0.247
3084.4,2152.55,736,25,0.406
3123.67,1073.07,795,28,0.263
3800.26,687,482,30,0.293
2260.41,1910.01,825,14,0.685
6292.23,3173.52,401,26,0.238
3188.68,2827.42,591,26,0.122
3148.22,3560.42,810,34,0.124
3286.73,2510.72,441,25,0.147
4549.1,2324.63,301,21,0.489
1976.23,1803.87,380,14,0.431
3077.98,2277.54,603,15,0.441
1273.3,1862.94,545,18,0.272
2365.55,3444.88,455,25,0.3
3689.94,1846.56,317,23,0.399
2327.18,2769.15,613,22,0.038
